City,Landmark,Full_Adress,Time
Mumbai, AIRPORT ROAD METRO STATION," Unit No. AR 9, Airport Road Station (Metro Station), Vijay Nagar Colony West, Marol, Andheri East, Mumbai, Maharashtra 400059, India",11 AM to 11 PM 
Mumbai, Marol Naka Metro Station," Unit No. MR 4, Marol Naka Station (Metro Station), MUMBAI",11 AM to 11 PM 
Mumbai, Saki Naka Metro Station," Unit No.SK 8, Saki Naka Station (Metro Station), Asalpha, Sakinaka, Mumbai, Maharashtra 400072, India",11 AM to 11 PM 
Mumbai, Ghatkopar  Metro Station," Unit No. G6B, Ghatkopar Station (Metro Station),Kapol wadi, Pant Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",11 AM to 11 PM 
Mumbai," ZILLION (KANAKIA SPACE), KURLA, MUMBAI", Shop No-2 Ground floor Kanakkia Zillion LBS Road Kurla West Mumbai 400070 Maharashtra ,11 AM to 11 PM 
Mumbai," GREENVILLE,LOKHANDWALA,ANDHERI(WEST),MUMBAI"," Shop No18 GF,101,101A FF,GreenVille CHS,Opp:Samartha Vaibhav,Lokhandwala Complex,Andheri west,Mumbai- 400053 Maharashtra",11 AM to 11 PM 
Mumbai," HPCL,BANDRA KURLA COMPLEX,MUMBAI","  HPCL Petrol Pump(Auto Care Centre)Opp. ICICI Bank,Bandra Kurla Complex,Bandra (East),Mumbai,PIN – 400051 Maharashtra",11 AM to 11 PM 
Mumbai, ANUPAM ANNAPOLIS GOREGAON EAST MUMBAI, Shop No2 Ground floor Anupam Chitra Mandir Aaray Road Station road Jaiprakash Nagar Goregaon East Mumbai 400063 Maharashtra,11 AM to 11 PM 
Mumbai, WANTMURE CORNER MIRAJ MAHARASHTRA," Ground Floor, Plot No 5 R S No 894/C (2) Wantmure corner Sangli –Miraj Road Miraj Municipal Corporation District Sangli Miraj – 416410 Maharashtra",11 AM to 11 PM 
Mumbai, J K TOWER VIKROLI EAST MUMBAI , Shop No. 1 2 & 3 Ground Floor J. K Tower Phirojshah Nagar Road Survey No 41 Hissa No. 3 corresponding to City Survey No. 281 Haryali Village Near Bus Depot  Vikroli East Mumbai  400083 Maharashtra,11 AM to 11 PM 
Mumbai, SION EAST," Shop No 5,6,7,Ground Floor Kamal Kunj( Nutan Hotel) Rammiling Jee Shukla Marg, Sion Koliwada, Sion East, Mumbai 400022, Maharashtra",11 AM to 11 PM 
Mumbai, Inorbit Mall Malad Mumbai Maharashtra, Unit No.19 Second Floor Food Court Inorbit Mall Link Road Malad (West),11 AM to 11 PM 
Mumbai, Mandwa Jetty Alibaug  West, Container Number 1 & 2 Mandwa Taluka and Registration Sub-District Alibaug District and Registration District Raigad Maharashtra-402201,11 AM to 11 PM 
Mumbai, GIGAPLEX IT PARK AIROLI WEST , Unit no 9 2nd Floor Building No 2 Plot No IT 5 Airoli Knowledge Park Village Airoli & Dighe Taluka Thane District Thane Navi Mumbai 400708,11 AM to 11 PM 
Mumbai, MIND SPACE IT PARK AIROLI EAST NAVI MUMBAI, Ground Floor Unit No 2 Club House Mind Space IT Park  Plot No 3 part and Gut No 95 partTTC Industrial Area MIDC Thane Belapur Road Village lithan Airoli Registration Sub-District Thane Navi Mumbai-400708,11 AM to 11 PM 
Mumbai, Lodha I Think Palava City, Unit 3 Ground Floor at Commercial building IThink by Lodha Opposite Xperia Mall Palava City Kalyan Shilphata Road  Dombivali Maharashtra 421204,11 AM to 11 PM 
Mumbai, HUMA MALL MUMBAI MAHARASHTRA, Ground Floor Shop No 12 13 20 21 22 Huma Mall formerly known as H Citi mall C T S No 115 B 1 L B S  Marg Near Kanjur Railway station Kanjurmarg Mumbai Maharashtra 400078,11 AM to 11 PM 
Pune," PHOENIX BUILDING, PUNE"," PHOENIX BUILDING ,OPPOSITE SAI SERVICE ,SENAPATI BAPAT MARG,,PUNE - 411016 PH.NO. 020-25673966",11 AM to 11 PM 
Pune, PUNE INFOSYS," PLOT NO.1, BUILDING NO.B-10, PUNE INFOTECH PARK AT POST HINJAWADI, TALUKA MULSHI, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Maharashtra 411057, India",11 AM to 11 PM 
Pune, BANER ROAD," SHOWROOM NO. 102 & 103, GROUND. FLOOR, S.NO. 2, H.NO. 3/1, 3/2, SAPPEHIRE CHAMBERBANER ROAD,PUNE - 400045 PH.NO. 020-27292220/ 27292058-60 / 62/ 27292022/44/ 27292219",11 AM to 11 PM 
Pune, KOTHRUD," GROUND FLOOR, PYAKO TOWERS147/8NEAR KOTHRUD PETROL CIRCLE,KOTHRUD,PUNE - 411038 PH.NO. 020-25382200 /8108 /8110 /8112/ 16",11 AM to 11 PM 
Pune, NAGAR ROAD," GROUND FLOOR, SHOP NO 1-5, ASHOKA PLAZA, S.NO.32, HISSA NO.2, NEAR WEGFIELD, VILLAGE WADGOANSHREE, TALUKA HAVELI, NAGAR ROAD,,PUNE - 411014 PH.NO. 020-26631110 / 26634590/ 96",11 AM to 11 PM 
Pune, D.P. ROAD," SHOP NO 60, GRAFIN ARCADESANGAMWADI TPD 60SASSOON ROADPUNE,PUNE - 411001 PH.NO. 020-26168383/84/85/86/87",11 AM to 11 PM 
Pune, PUNE INFOSYS PHASE 2," Infosys Technologies Limited, Plot No 24, Rajiv Gandhi Infotech Park, Manntal-Mulshi, Hinjawadi Phase II, Hinjewadi Rajiv Gandhi Infotech Park,  Pune, Maharashtra 411057, India",11 AM to 11 PM 
Pune, PIMPRI," First Floor, Shop No. 1, Prime Plaza Mall, Plot No. 4510/4513, Resv. No. 180, Pimpri Chinchwad, Building No. Wing D, Dwarkadheesh Gardens, Rahatani, Pune, Maharashtra 411017, India",11 AM to 11 PM 
Pune, MAGARPATTA," Ground Floor, Green Harvest Building, Next to amanora mall, Opposite to magarpatta main gate, Hadapsar, Pune-411028",11 AM to 11 PM 
Pune, DECISION TOWER," SHOP NO 1,4,5,6GROUND FLOORDECISION TOWER,PLOT NO -1MUNJERI PUNE CITY,PUNE - 411037 PH.NO. 020-24217222/ 24228822/ 24228908/ 24228907/ 24228909/ 24228874/ 24228884/ 24226661",11 AM to 11 PM 
Pune, WANAWADI," SHOP NO.17GROUND FLOORWING D SHIVAM APARTMENTSSHIVARKAR ROAD,WANAWADI,PUNE - 411040 PH.NO. 020-26811103/ 04/ 05/ 07/ 08/ 26811221",11 AM to 11 PM 
Pune, KONDWA KHURD," GROUND FLOOR, SHOP NO. 17,18 & 19SHOP NO. 17,18 & 19PARMAR PAWAN,VILLAGE KONDWA KHURDSUB DISTRICT OF TALUKA HAVELI III,,PUNE - 411048 PH.NO. 020-26836668/ 26837574/ 26837576/ 26836868/ 26837585/ 26832393",11 AM to 11 PM 
Pune, SURATWALA MARK PLAZO, showroom No1 Ground Floor HINJAWADI Tal-Mulshi Dist-Puna Maharashtra pin411057,11 AM to 11 PM 
Pune, INS SHIVAJI ROAD LONAVALA - PUNE," Address -Dominos Pizza,Jubliant food works LTDGround floor, Unit No 1, Triose Mall,Survey No. 94-A & 94B, Ward - G,INS Shivaji Road, Tal. Maval, Lonavala02114-273590 / 91 / 95 96",11 AM to 11 PM 
Pune, HINGANE KHURD," PLOT NO 7,DHANLAXMI SOCIETYOPP. JAGTAP HOSPITALSINHGAD ROADHINGANE KHURD,PUNE - 411051 PH.NO. 020-24353333/ 24355777/24350881/ 82/ 83/ 84/ 85",11 AM to 11 PM 
Pune, RAINBOW PLAZA," GROUND FLOOR,SHOP NO.18,19,20RAINBOW PLAZA,SURVEY NO 7RAHATNIPIMPLE SAUDAGAR,PUNE - 411017 PH.NO. 020-27206057/ 58/ 27206062/ 27206063/ 27206064/ 27206065/ 27206100",11 AM to 11 PM 
Pune," AMCHI COLONY, BHAVDHAN"," GROUND FLOOR, SHOP NO.1, WHITE HOUSE, BESIDES OMKAR HOSPITAL PLOT NO. 20, AMCHI COLONY PASHAN ROAD, BHAVDHAN,PUNE - 411003 PH.NO. 020-22953333",11 AM to 11 PM 
Pune," WESTEND IT PARK, AUNDH"," UNIT NO.2 (PART) AND 3 GROUND FLOOR WEST END CENTRE III SURVEY NO. 169/1, AUNDH,PUNE - 411007 PH.NO. 020-25890222/ 25890224/ 25/ 26/ 27/ 28/ 29",11 AM to 11 PM 
Pune, BPCL KHEDSHIVPUR," Ground Floor, Bpcl Khedshivpur Varve, NH-4, Pune Satara Road, Pune, Maharashtra 412205, India",11 AM to 11 PM 
Pune," GOLD PLAZA, KHARADI (PUNE)"," SHOP NO. 4 AND 5, UPPER GROUND FLOOR, SURVEY NO. 13, GOLD PLAZA, KHARADI MUNDWA BYPASS, KHARADI,PUNE - 411014 PH.NO. 22-27049999",11 AM to 11 PM 
Pune, WARJE (VARAD LAXMI PLAZA)," Shop no. 2, Varad Laxmi Plaza, Survey no. 116/1, New Pune – Bangalore Highway, Opp. Cipla Foundation, Warje, PUNE, 411058. PH NO : 020 67298181,",11 AM to 11 PM 
Pune," RAMEERA TOWER, NIGDI"," Ground Floor Shop, 130/24 Rameera Tower , Pimpri Chinchwad New Town Development Authority, Tilak Road, Nigdi Chowk, Nigdi PUNE 411044. PH NO : 020 27643555",11 AM to 11 PM 
Pune, SHOPPERS ORBIT," Shop no 31/A, Ground floor, Shoppers Orbit, Next Mahalaxsmi Complex, Near Visharantwadi Police Chowki, Dhanori Road, Visharantwadi, Pune - 411015. Ph No - 020 46600000",11 AM to 11 PM 
Pune," R DECCAN MALL, PUNE"," UPPER GROUND FLOOR, SHOP NO. 6 & 7, R-DECCAN MALL, JM RD,PUNE, MAHARASHTRA-400027,PH.NO.02041463333",11 AM to 11 PM 
Pune, PADALE PALACE KARVE ROAD, Karve RoadPUNEMAHARASHTRA-411004PH.NO.02025437000,11 AM to 11 PM 
Pune, PACIFIC MALL," UNIT BEARING NO. S-07, THIRD FLOOR, SHANKAR SETH ROAD, PACIFIC MALL, CST 42 & 43, PUNE-411042, PH-NO:020-66095090",11 AM to 11 PM 
Pune, DLF IT PARK," Kiosk No. 2 & 3, First Floor, Food Court, Block -4, DLF Akruti IT Park, Phase – II, HINJAWADI, Pune 411057. PH - 020 60608060, 60608882-4",11 AM to 11 PM 
Pune, AMANORA MALL," Unit No. EB SF 11A & 11B, Second Floor, East Block, Amanora Mall, Amanora Park Township, Opposite Magarpatta City, Kharadi Bypass Road, Hadapsar, Pune, Maharashtra 411028, India",11 AM to 11 PM 
Pune, KATRAJ," PART GROUND FLOO, KOLHI CAMBER, SURVEY NO. 7/2/1A/2, PUNE-SATARA ROAD, BHARTI VIDYAPEETH GATE, PUNE, MAHARASHTA-411046, PH NO-020-24613000.",11 AM to 11 PM 
Pune," KOREGAON PARK PLAZA, PUNE"," Unit No. K – 2, Second Floor & Store Room First Floor, (behind Units FF-15 and FF-16), Koregaon Park Shopping Centre, S. No. 37, Hissa No.4, Village Mouje, Gorpadi Taluk, Pune, Maharashtra 411001",11 AM to 11 PM 
Pune," SHAHU NAGAR, CHINCHVAD"," UPPER GROUND FLOOR, SHOP NO. 1-8, PLOT NO. RM - 102, YASHODEEP RESIDENCY, G BLOCK, R.T.O ROAD, NEAR KSB CHOWK, SHAHU NAGAR, PIMPRI INDUSTRIAL AREA, VILLAGE AKURDI, PUNE-411019, PH. NO - 020-27490066",11 AM to 11 PM 
Pune," SUNDER BAUG, CHINCHWAD"," Shope No. 16,17,18,22,23 & 24,Ground Floor in ""A""Building,Sunder Baug, Pimpri Chinchwad Link Road,Near Dharsha Hall,C.T.S No.1076,1077,1077/1 to 11, S.No.275/3Pune-411019Ph.No-020-67300000",11 AM to 11 PM 
Pune," MARIPLEX, KALYANI NAGAR"," Shop/Unit No. 14A, Ground Floor, Mariplex Mall, Land bearing Survey Nos. 15/1, 15/2/1, 15/2/2, 15/3, 15/4, 15/5, 15/6, Village Vadgaon Sheri, Taluka Haveli, Kalyaninagar, Pune - 411014 PH- 020-27034444",11 AM to 11 PM 
Pune, FC Road," First Floor, Chanti Mansion, FC Road, Next to Oriental Bank of Commerce, Deccan Gymkhana, Pune, Maharashtra 411004, India",11 AM to 11 PM 
Pune," KRISHNA AVENUE,BANER"," Shop No 1,Ground Floor,Krishna Avenue,Survey Number-111,Hissa No-10/1,Baner,Pune-411045PH- 02069708080",11 AM to 11 PM 
Pune," PHOENIX MARKET CITY, PUNE"," Unit No. S - 11, Second Floor, S. No. 207/1A, 207/1B, 207/2 of Lohegaon, 33/2A/2, 33/2B/2 of Wadgaonsheri, Pheonix Market City, Viman Nagar, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",11 AM to 11 PM 
Pune, EON KNOWLEDGE PARK," Unit No-CC708,Cafeteria,Ground Floor,Clusters B,EON Knowledge Park(also known as Khardi Knowledge Park),Plot No-1,Survey No-77,Village Kharadi,Taluka Haveli,District Pune,Pin - 411014(Maharashtra)",11 AM to 11 PM 
